**banking___survey___at_current_exchange_rate,unnamed:_1,2014,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,2015,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,2016,unnamed:_27,unnamed:_28,unnamed:_29,unnamed:_30,unnamed:_31,unnamed:_32,unnamed:_33,unnamed:_34,unnamed:_35,unnamed:_36,unnamed:_37,2017,unnamed:_39,unnamed:_40,unnamed:_41,unnamed:_42,unnamed:_43,unnamed:_44,unnamed:_45,unnamed:_46,unnamed:_47,unnamed:_48,unnamed:_49,2018,unnamed:_51,unnamed:_52,unnamed:_53,unnamed:_54,unnamed:_55,unnamed:_56,unnamed:_57,unnamed:_58,unnamed:_59,unnamed:_60,unnamed:_61,2019,unnamed:_63,unnamed:_64,unnamed:_65,unnamed:_66,unnamed:_67,unnamed:_68,unnamed:_69,unnamed:_70,unnamed:_71,unnamed:_72,unnamed:_73,2020,unnamed:_75,unnamed:_76,unnamed:_77,unnamed:_78,unnamed:_79,unnamed:_80,unnamed:_81,unnamed:_82,unnamed:_83,unnamed:_84,unnamed:_85,2021,unnamed:_87,unnamed:_88,unnamed:_89,unnamed:_90,unnamed:_91,unnamed:_92,unnamed:_93,unnamed:_94,unnamed:_95,unnamed:_96,unnamed:_97,2022,unnamed:_99,unnamed:_100,unnamed:_101,unnamed:_102,unnamed:_103,unnamed:_104,unnamed:_105,unnamed:_106,unnamed:_107,unnamed:_108,unnamed:_109,2023,unnamed:_111,unnamed:_112,unnamed:_113,unnamed:_114,unnamed:_115,unnamed:_116,unnamed:_117,unnamed:_118,unnamed:_119,unnamed:_120,unnamed:_121,2024,unnamed:_123,unnamed:_124,unnamed:_125,unnamed:_126,unnamed:_127,unnamed:_128,unnamed:_129,unnamed:_130,unnamed:_131,unnamed:_132,unnamed:_133,2025,unnamed:_135,unnamed:_136,unnamed:_137,unnamed:_138,unnamed:_139,unnamed:_140,unnamed:_141,unnamed:_142,unnamed:_143,unnamed:_144
,(KSHS M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov,Prov
,Claims on Private sector,"1,706,788","1,730,622","1,758,438","1,793,195","1,827,377","1,873,082","1,899,589","1,929,233","1,965,067","1,989,911","2,022,550","2,059,037","2,153,187","2,169,368","2,178,637","2,221,594","2,275,378","2,303,988","2,353,134","2,391,218","2,426,896","2,462,889","2,489,841","2,507,042","2,518,044","2,519,341","2,531,347","2,545,447","2,559,824","2,541,254","2,574,396","2,607,378","2,628,805","2,645,131","2,660,345","2,685,514","2,684,480","2,681,344","2,671,160","2,672,497","2,679,561","2,683,764","2,691,496","2,705,666","2,734,438","2,737,629","2,776,595","2,796,320","2,777,354","2,777,742","2,781,426","2,791,304","2,813,849","2,826,811","2,833,337","2,855,695","2,871,934","2,896,095","2,904,638","2,900,594","2,907,871","2,912,152","2,934,530","2,958,372","2,977,713","3,010,087","3,034,962","3,055,315","3,092,543","3,106,847","3,130,781","3,135,103","3,145,291","3,158,369","3,216,766","3,239,248","3,234,356","3,248,355","3,290,030","3,322,734","3,349,280","3,348,479","3,389,662","3,402,089","3,429,157","3,459,822","3,460,612","3,462,126","3,468,158","3,507,298","3,503,951","3,559,509","3,598,546","3,620,886","3,664,086","3,691,938","3,733,168","3,768,887","3,818,214","3,845,944","3,866,713","3,927,511","3,981,830","3,995,371","4,055,618","4,101,805","4,115,084","4,146,116","4,165,575","4,211,781","4,269,076",4341387.532,4365345.326,4400139.331,4396146.64,4492073.821,4552299.798,4602161.976,4655305.545,4707210.657,4728817.901,4667144.122,4652772.583,4679948.293,4633222.846,4639644.141,4612481.595,4636769.764,4670818,4701825.094,4720654.287,4751578.822,4727350.969,4717942.948,4763986.093,4805872.804,4821235.965,4845147.298,4876438.627,4890197.556,4978617.036,5048900.469,5070525.865
,Credit to Other Financial Corporations(Net),"85,628","88,262","88,084","89,594","92,329","96,041","96,674","100,490","103,786","106,194","107,073","109,790","28,208","27,882","27,152","30,069","29,331","41,688","41,079","39,630","42,341","32,294","31,648","32,222","24,571","20,439","14,992","8,076","13,088","44,879","19,035","12,188","16,786","10,733","9,042","12,623","19,298","19,604","22,226","18,863","18,038","18,000","18,557","20,172","19,433","20,545","20,439","18,331","17,423","19,742","20,781","19,976","21,365","19,795","22,782","21,266","19,598","20,440","22,576","23,661","22,309","24,258","23,793","23,591","23,682","21,709","24,641","26,180","31,296","31,629","29,736","28,719","27,773","29,330","28,076","28,207","27,493","26,654","28,095","29,323","31,267","50,392","51,739","30,732","35,139","35,443","35,983","33,114","31,957","31,465","33,421","32,205","31,252","29,973","30,518","28,124","28,368","29,362","38,229","30,959","32,551","27,721","29,596","29,186","29,264","27,862","28,404","28,113","28,716","29,305","31,061",33755.20959,33016.65007,27692.99418,32238.10683,32451.09926,34644.7932,30507.90381,30519.57598,31161.31888,29688.51501,33757.87814,32654.59478,32742.63235,33885.24749,33357.64787,34707.27798,34293.01836,33392.46867,31074.92366,30083.20005,31014.78068,29173.32752,30165.76756,29275.08029,26942.03721,27179.50084,27689.04387,26790.66209,27634.4692,28267.35571,27726.26955,28179.53413
,Other Items (Net ) ,"-483,560","-499,263","-513,053","-521,821","-500,839","-515,741","-534,283","-525,709","-567,708","-553,475","-576,251","-585,710","-579,826","-622,141","-626,507","-616,238","-631,350","-629,078","-655,650","-666,675","-672,105","-678,299","-706,274","-697,427","-680,658","-723,450","-684,598","-707,472","-716,964","-722,050","-710,724","-756,912","-787,697","-826,370","-810,850","-812,062","-848,198","-858,005","-843,822","-804,377","-812,218","-844,657","-837,212","-850,903","-847,817","-849,162","-856,089","-852,639","-864,814","-865,480","-872,221","-916,788","-871,802","-880,846","-882,318","-911,846","-930,050","-957,860","-964,598","-923,296","-961,425","-966,591","-986,234","-995,138","-1,037,203","-1,028,225","-1,047,757","-1,067,883","-1,078,119","-1,087,985","-1,084,775","-1,064,213","-1,070,217","-1,072,181","-1,098,620","-1,105,010","-1,132,238","-1,157,284","-1,151,984","-1,196,041","-1,176,601","-1,195,291","-1,234,638","-1,197,561","-1,231,072","-1,241,352","-1,220,528","-1,220,185","-1,244,354","-1,271,822","-1,273,580","-1,317,684","-1,341,909","-1,353,589","-1,386,324","-1,466,420","-1,505,611","-1,460,963","-1,461,095","-1,415,636","-1,437,688","-1,421,011","-1,430,028","-1,469,636","-1,454,473","-1,516,736","-1,529,608","-1,487,357","-1,528,878","-1,556,162","-1,596,376",-1592463.038,-1598167.076,-1630912.583,-1652344.036,-1658810.184,-1702393.183,-1734636.841,-1807542.525,-1788946.48,-1879451.641,-1885361.365,-1800044.481,-1828544.329,-1793406.198,-1782155.36,-1874874.716,-1827351.592,-1799774.641,-1844991.727,-1962171.637,-1957281.319,-2023890.682,-2070848.108,-2122139.303,-2132705.39,-2143965.572,-2181352.691,-2245247.818,-2232710.03,-2306646.546,-2373260.903,-2398478.952
,Of which;  Capital Accounts,"544,171","547,697","554,387","566,784","562,828","574,778","588,122","599,207","610,787","622,971","637,414","654,669","660,956","663,042","676,090","697,874","715,099","734,654","751,326","764,112","776,022","736,542","755,493","764,156","741,629","740,759","748,492","764,920","768,377","769,393","774,495","770,787","784,140","788,972","796,437","796,215","805,983","810,622","813,620","798,853","800,208","813,965","831,493","838,112","838,880","830,585","836,782","869,391","841,862","847,511","814,294","824,975","821,661","825,668","833,053","846,854","864,183","879,184","891,195","883,594","892,765","904,164","924,416","935,274","921,006","952,893","976,573","984,979","997,052","1,007,250","1,009,544","1,001,392","1,003,409","1,002,615","1,021,089","1,053,176","1,060,126","1,062,686","1,086,260","1,109,702","1,104,388","1,122,554","1,145,544","1,148,254","1,160,613","1,166,176","1,165,698","1,152,185","1,163,366","1,171,499","1,197,048","1,222,699","1,230,626","1,247,672","1,266,281","1,277,477","1,269,871","1,271,099","1,273,182","1,272,534","1,273,291","1,272,972","1,291,731","1,318,635","1,312,200","1,331,605","1,380,077","1,383,016","1,417,045","1,405,397","1,451,044",1458123.242,1463762.224,1490317.136,1516196.79,1519894.851,1558019.914,1600943.219,1653012.29,1674456.423,1729798.092,1638245.935,1604385.471,1622163.572,1608976.451,1623770.667,1672730.31,1667642.796,1637214.616,1687637.136,1742888.379,1767345.751,1801507.629,1844975.256,1871418.265,1887617.612,1881840.68,1917836.349,1961167.049,1986966.532,2018337.885,2051399.094,2080600.908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M1,"845,904","863,580","871,923","880,716","900,506","911,752","898,500","917,457","901,949","914,981","939,618","935,204","925,107","933,778","956,402","983,501","974,160","986,984","1,000,680","1,004,594","969,288","994,768","1,001,389","994,850","1,019,649","1,014,375","1,052,152","1,077,793","1,089,724","1,106,273","1,084,929","1,085,900","1,209,903","1,239,843","1,256,576","1,279,665","1,244,830","1,257,045","1,287,563","1,334,859","1,329,498","1,360,106","1,353,908","1,335,682","1,355,081","1,355,311","1,358,027","1,365,883","1,343,009","1,363,644","1,340,947","1,384,891","1,381,387","1,402,178","1,414,971","1,372,362","1,358,903","1,409,068","1,389,760","1,457,331","1,444,305","1,440,677","1,497,269","1,483,331","1,474,193","1,552,994","1,491,958","1,448,319","1,440,801","1,453,557","1,437,316","1,499,658","1,501,426","1,546,743","1,572,004","1,572,989","1,579,616","1,667,058","1,662,338","1,635,790","1,643,114","1,719,441","1,738,352","1,698,545","1,696,609","1,711,402","1,695,306","1,693,685","1,705,274","1,757,002","1,767,706","1,801,469","1,747,995","1,801,508","1,799,438","1,819,722","1,768,316","1,809,242","1,773,259","1,844,929","1,841,107","1,884,560","1,988,371","1,884,789","1,893,569","1,891,037","1,879,381","1,946,405","1,924,057","2,078,290","1,863,118",1903794.62,1901808.167,2072812.501,2106487.099,2086515.88,2000269.357,2000657.121,1995417.533,2024523.023,2029949.37,2078302.204,1972685.253,1940648.107,1948028.645,2038280.188,1987425.308,1900609.738,1953454.952,1983193.487,2039432.442,2099356.94,2098370.635,2110789.695,2085716.781,2170281.144,2200910.435,2318936.201,2282150.518,2292028.797,2303550.178,2308563.112,2356907.744
,Money and Quasi-money (M2),"1,892,935","1,926,275","1,950,769","1,972,126","2,025,073","2,039,476","2,050,003","2,097,287","2,100,498","2,126,832","2,169,192","2,199,188","2,208,320","2,257,156","2,273,853","2,316,338","2,329,099","2,384,748","2,386,498","2,412,637","2,385,988","2,454,226","2,474,020","2,520,667","2,495,794","2,525,968","2,560,901","2,590,441","2,605,642","2,640,037","2,617,289","2,620,881","2,633,531","2,640,519","2,645,427","2,649,973","2,622,683","2,642,564","2,702,648","2,753,529","2,769,982","2,789,034","2,807,999","2,816,990","2,831,268","2,826,501","2,840,210","2,858,163","2,856,764","2,877,351","2,881,401","2,923,676","2,946,237","3,004,843","3,030,081","3,030,029","3,014,103","3,052,060","3,036,381","3,094,524","3,096,554","3,093,739","3,189,203","3,184,902","3,197,313","3,304,597","3,258,555","3,223,715","3,236,194","3,261,815","3,219,830","3,277,832","3,294,954","3,360,369","3,412,827","3,441,204","3,479,549","3,620,421","3,638,043","3,591,377","3,588,535","3,641,885","3,657,853","3,672,819","3,666,640","3,694,005","3,691,474","3,719,894","3,738,614","3,818,721","3,867,374","3,911,486","3,856,663","3,892,334","3,891,119","3,884,730","3,849,853","3,893,301","3,895,839","3,977,036","3,979,433","4,040,903","4,092,153","4,043,891","4,048,378","4,029,812","4,042,817","4,120,022","4,131,184","4,118,289","4,138,648",4182631.819,4217753.237,4389251.202,4425424.333,4446068.764,4442011.487,4431832.646,4454532.343,4496337.569,4507927.768,4499922.812,4481539.209,4464471.328,4525714.118,4623883.063,4625167.473,4689216.546,4651928.584,4681271.382,4795940.294,4845939.466,4847277.936,4909285.273,4936208.852,4990140.428,5085057.579,5180152.829,5172952.729,5147612.454,5169943.529,5209701.374,5308047.189
,M2 plus Residents' Foreign Curr. Deposits (M3),"2,219,443","2,223,692","2,251,459","2,292,530","2,344,653","2,352,188","2,393,050","2,457,583","2,457,433","2,466,331","2,504,480","2,539,698","2,565,069","2,627,512","2,620,220","2,687,647","2,725,481","2,791,244","2,787,659","2,815,344","2,803,412","2,852,519","2,893,571","2,947,822","2,911,002","2,928,240","2,967,178","3,001,415","3,021,079","3,067,311","3,038,488","3,059,761","3,078,086","3,064,298","3,086,977","3,062,505","3,053,593","3,081,274","3,144,234","3,205,027","3,218,597","3,251,642","3,276,934","3,287,733","3,308,889","3,298,967","3,321,615","3,338,385","3,339,772","3,340,151","3,356,282","3,400,824","3,468,046","3,586,180","3,603,555","3,590,783","3,589,975","3,604,904","3,605,786","3,676,329","3,683,050","3,678,544","3,765,930","3,763,661","3,773,916","3,925,042","3,875,325","3,831,822","3,843,552","3,887,174","3,832,368","3,897,552","3,906,203","3,986,468","4,055,325","4,098,713","4,151,224","4,283,046","4,307,145","4,256,049","4,252,506","4,342,037","4,373,248","4,414,885","4,423,599","4,474,731","4,472,216","4,483,860","4,485,047","4,580,405","4,626,482","4,684,017","4,627,476","4,667,011","4,690,703","4,689,439","4,644,268","4,698,298","4,707,623","4,811,956","4,808,724","4,933,307","4,997,118","4,940,080","4,926,741","4,930,927","4,966,928","5,042,419","5,077,667","5,102,239","5,197,653",5258972.673,5309921.223,5575439.817,5673797.053,5774645.055,5841130.799,5882722.659,5952329.361,6044532.806,6111086.057,6003980.554,5796962.466,5836272.097,5850080.111,5965620.036,6017840.186,6010268.217,5992150.805,5987465.392,6108373.387,6105540.77,6097123.292,6152622.469,6177382.871,6262842.673,6348332.563,6450106.764,6422710.163,6443903.295,6446157.713,6495741.644,6620060.215
,Vertical Check,0.645258248,0.642079704,-0.000656987,0.000259314,0.002340993,0.000338077,0.003544035,-0.002513547,-0.001646007,0.00083507,0.000987995,0.002324305,-0.322451322,-0.17252915,-0.006110996,-0.605148026,-13.78041372,-21.87639625,-0.001355659,0.002291906,0.007085935,0.004404751,0.819622306,-1.20232943,-0.553702193,-2.781209617,-0.145003881,-0.034256003,-0.076840703,4.54E-05,-0.001614763,17.90168907,-0.001100737,0.003022433,0.001522271,-0.00024136,0.001548703,0.47425554,-0.249197883,-0.253289841,-0.248867641,-0.408330387,"-3,286",-0.408086166,0.205706507,"1,340",0.200961733,0.05431273,0.053300576,0.053920515,0.053727871,0.053140794,0.051566451,0.053132948,0.053240201,220.1197261,220.1185725,220.1226031,220.1154313,258.2101971,220.1183571,207.4214521,224.1911835,220.1167585,220.1171475,220.1173799,220.1189304,220.119542,844.6933608,220.1188996,220.5249283,220.1132982,220.1187863,220.1179435,220.1194068,220.1196623,220.1183183,220.1174372,220.20467,220.118604,220.117408,220.1179973,220.1177926,220.237778,220.1177088,220.1193157,220.118358,220.2342977,0.574872222,0.053496839,0.053131401,0.053130112,0.050874267,0.053023455,0.045861341,0.053132437,0.051596398,0.053607058,0.055189127,0.052699314,0.053393247,0.055124151,0.053100436,0.05208576,0.052072777,0.053085599,0.026134661,0.054140382,0.053149158,0.05317447,0.048886329,0.054139281,0.051219473,0.053141206,0.056125265,0.052105919,0.05096305,0.053124182,0.053123387,0.050438787,0.053660559,0.049203199,0.052272624,0.053371738,-2.292332164,0.052886168,0.051040483,-118.476561,0.050130061,0.054148851,0.055282471,0.052961147,0.050698683,0.053090462,0.052827658,0.053629411,10863.42313,332.4876767,0.053169169,,,0.053121512,0.053016384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ANNUAL GROWTH RATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Money and Quasi-money (M2),,,,,,,,,,,,,16.66117594,17.17722814,16.56183875,17.45385824,15.01308981,16.92947518,16.4143185,15.03608473,13.59153845,15.39350216,14.05261304,14.61808416,13.01777117,11.90932996,12.6238694,11.83346691,11.87341178,10.70507672,9.670731262,8.631375071,10.3748613,7.590688195,6.928250203,5.129826429,5.084102559,4.615888542,5.535049209,6.295763916,6.307066748,5.643725834,7.286544147,7.482558209,7.508418748,7.043404483,7.363015013,7.856298838,8.92526986,8.884837842,6.613999507,6.179241919,6.363044435,7.737769928,7.908915013,7.562644621,6.457740511,7.980138779,6.906903704,8.269696948,8.393747457,7.520374495,10.6823817,8.934831136,8.521914807,9.975713016,7.540164045,6.39222911,7.368365505,6.872559843,6.041729511,5.923613372,6.407136263,8.618395413,7.011877846,8.047417528,8.827280476,9.55709939,11.64590814,11.40489376,10.88752016,11.65211724,13.60389367,12.05026913,11.28044176,9.928553347,8.16471844,8.098623583,7.445388051,5.477263558,6.303709032,8.913286886,7.471799394,6.87691857,6.377144756,5.769698142,4.996751725,5.395118062,5.536132082,6.912604124,6.441387428,5.818232526,5.812163167,3.385024164,4.971014466,3.532008124,3.898563906,6.056843974,7.307597974,5.778848845,6.232517529,5.169579941,5.988795596,8.620554577,8.144166438,9.945310313,9.723232086,9.976163091,10.18387072,9.133834415,9.119503538,9.266797715,8.285103925,6.738329387,7.301538601,5.3456011,4.513536459,5.468826396,4.72572161,5.628342839,7.664282686,7.775259103,7.527852845,9.097099615,10.14539028,11.77449828,12.35923098,12.03035974,11.84357665,9.775532934,11.13548792,11.28817257,10.67792474
,M2 plus Residents' Foreign Curr. Deposits (M3),,,,,,,,,,,,,15.57263246,18.15989866,16.37873837,17.23494278,16.24240934,18.6658763,16.48975934,14.55745711,14.07889564,15.65839533,15.53578607,16.0698099,13.48632825,11.44534735,13.24156747,11.67446602,10.8457219,9.890449124,8.997846329,8.681592743,9.797837738,7.424290674,6.684002463,3.890410344,4.898316335,5.226132648,5.967155075,6.783859114,6.537997272,6.00953492,7.847527584,7.450669523,7.498276795,7.658158408,7.600907465,9.008327563,9.371881335,8.401611289,6.7440216,6.109058266,7.750243364,10.28828929,9.967258529,9.217576924,8.494884585,9.273708604,8.555197522,10.12298105,10.27851072,10.13107868,12.20543129,10.66909165,8.819672054,9.449103562,7.541741295,6.712731961,7.063454992,7.830186023,6.283830825,6.017497589,6.058905032,8.370816262,7.684539957,8.902303532,9.997778924,9.121003451,11.14279,11.0711501,10.64000748,11.701616,14.11347053,13.27328122,13.24550921,12.24801595,10.28009379,9.396772717,8.041555788,6.942719442,7.41413074,10.05552071,8.817634481,7.48438392,7.259022211,6.218818784,4.988433695,4.996211557,5.263753378,7.317268234,7.216796502,7.70458767,8.011180557,5.466728924,6.4671238,5.654922356,5.888782898,7.52712261,9.331908748,8.59760182,10.40930404,9.2897055,10.42267118,13.0162809,13.54138607,16.89376369,18.55973322,19.30256622,19.83925169,19.87367678,20.352253,17.67344201,11.53038057,10.97741822,10.17263467,6.998196233,6.063719406,4.080305539,2.585458383,1.780514558,2.621562354,1.009308175,-0.228482544,2.4757228,6.562409315,7.308956275,8.517019306,8.121313881,6.727828681,7.214903931,7.576693624,8.489005261,8.376809939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reserve Money,,,,,,,,,,,,,15.8212018,11.45447207,11.77097126,11.99673547,15.02644408,13.82307118,25.82448493,2.91591491,16.71258292,24.46086277,19.77735316,3.355270548,9.060847855,9.173065787,16.0620619,9.027375971,7.628562155,5.889894168,0.083597449,6.847151337,4.282483843,-7.399714287,0.52093825,4.769090275,5.084961163,2.855495687,3.246432825,6.036740797,5.157470613,2.82820657,9.381152774,7.65021793,8.067874147,3.77064668,6.186610269,6.72098882,8.287542008,6.33738184,0.795020145,2.708592873,5.463713442,7.867643288,2.090294125,6.586395813,5.98297112,7.350452264,9.011198077,12.1350717,5.360367037,4.703578688,9.140747723,8.258022281,12.13737498,1.613479741,-1.212459388,-6.546561624,-9.369589572,-7.784612452,-6.143613674,-6.286532239,-3.608830628,2.289613116,-2.402651294,-3.995964798,-10.99811884,-2.930704163,5.128092816,13.18196951,10.89905799,7.810722592,8.010564971,1.902313194,0.210161432,-1.093045865,1.222575616,4.506301601,8.604142638,5.36732965,3.187336125,0.652459397,5.883274234,7.328056323,4.612784206,11.01482582,11.55377147,11.10938927,6.291854925,11.73369495,8.855058639,15.3692979,16.1342483,17.67436987,15.8661745,10.23779172,6.603014815,-0.989629583,9.359539422,4.867370745,6.114641115,0.19248475,6.117655861,-5.906800489,-0.012850975,-0.723145571,5.85072324,6.50914378,12.82832018,15.29670927,4.613350904,15.80440759,13.65413426,8.857319652,4.259115211,18.72857863,10.26859895,7.089535703,-1.195756462,8.303088951,5.614262336,4.473325869,6.369670397,-11.87198662,0.913875935,2.128645309,-0.229342068,-1.287181046,-7.195370719,0.930696507,-0.604923648,-5.686765614,-4.580401673
,Currency in circulation,,,,,,,,,,,,,7.761185278,8.318903716,9.645848313,10.24491829,11.58044532,11.1077827,10.91992273,10.82990574,10.56106655,8.880228976,9.32137269,8.561903905,5.531794953,6.398411141,6.344661165,7.21348265,5.487963651,5.658935171,4.076866974,4.457887968,4.817873338,8.890109834,7.511251493,9.04969067,8.17212188,7.203099306,5.83554951,6.110770539,6.744930496,8.109037845,9.829731097,8.400735151,7.740111307,5.622024578,6.741373638,6.251403712,6.530619585,6.586710103,6.968482229,4.328881149,5.475746111,3.434610361,2.301326567,3.705710109,2.791924593,3.59984743,2.760805871,3.274101233,1.358459841,2.129707705,3.541811302,4.848986484,3.739331983,-4.95021944,-7.045279854,-9.438493175,-19.6469071,-15.65526827,-11.89230063,-10.18172745,-7.744521913,-8.993390702,-9.246827206,-11.23346441,-7.782571668,3.319545516,7.807797358,10.43071734,29.4859261,20.14214397,15.74134046,12.20274237,13.11347173,16.04697515,14.10472108,13.47220571,11.41909203,7.501173464,9.819088442,7.795595061,5.491357996,4.223124355,5.613532958,6.79231773,9.193339624,5.984232948,7.158991381,11.85445706,9.325016437,10.18329627,9.283054669,9.3561945,8.038198302,6.654251986,6.019709273,5.023812399,5.40589005,4.590977958,2.200161519,0.231771082,0.31375085,3.477013095,2.90726551,4.218424063,5.368175985,8.816049056,7.792662178,7.797354837,6.092736894,7.094457803,9.495952298,8.199206348,7.850238791,5.642198608,4.519192377,3.028904673,3.179729362,4.745974697,6.326088426,5.813446708,3.731645779,5.068975622,4.600875628,5.833867558,7.029826127,6.896450116,5.566688579,7.717714447,9.280723144,8.755944693,8.595617007
,NFA,,,,,,,,,,,,,20.37127053,30.27600596,23.95065561,18.49371287,21.81806161,-18.70976766,-16.68597515,-17.12071811,-13.78708823,2.811147821,4.159173067,0.509939417,-1.333386234,-7.576725416,0.239390541,9.693429759,12.44909964,28.46357255,33.02348131,41.19752697,50.56828738,30.7035578,26.07164064,0.568979781,9.269490712,16.57462749,28.26666318,30.81950531,29.47862988,15.70526601,11.29000396,5.521677142,3.628800612,-2.214742689,-4.532599898,4.768270094,1.690298497,-3.060482981,16.34119935,6.807066358,10.56475905,20.17283799,23.41713689,21.16560433,21.84981687,22.73914853,29.99418242,39.0960591,35.57385066,38.93369441,3.315720159,3.08443134,29.27074163,21.08722903,19.60711199,19.20546477,12.64558805,25.2847785,15.05214786,12.5271619,9.548331011,10.29014274,6.233411275,2.140275465,-9.032415315,-5.808417289,-6.463852855,-7.320711272,-10.18933911,-12.35433919,-7.878868288,-7.197177524,-2.950657574,-8.652778547,-9.561617507,-14.74592011,-27.71719719,-11.45471852,-10.77019296,-12.22355598,-11.53768406,-15.74332461,-20.49478735,-20.68449021,-35.12394174,-33.98132724,-37.86154453,-20.6642557,-23.4423676,-41.6758096,-46.75078841,-52.56404078,-55.69812232,-51.42246796,-52.3897139,-51.9080642,-49.64895083,-51.77262373,-28.03783444,-36.73306608,-25.15087822,29.00040441,56.37544201,101.2764457,142.0090075,143.0854289,179.2418073,179.57462,250.7216231,318.6541996,150.3229622,157.4258108,126.0542255,54.78161409,54.24493956,32.71319071,30.47065915,19.45793608,12.14028756,9.228562458,-3.380815247,-13.16526255,25.42326012,11.2667581,27.56690884,17.9619378,8.953130324,18.29305385,2.669678343,25.82517276,36.1203578
,NDA ,,,,,,,,,,,,,14.53960874,15.70611077,14.87019317,16.97282413,15.20868854,29.61963516,25.09445932,22.34814268,20.3266818,18.30822454,17.84381505,19.72417215,16.83886488,15.78264129,16.03674205,12.09232662,10.53228219,6.477380903,4.847635908,3.26531567,3.248345342,3.25173302,3.207512705,4.545345888,4.06328362,3.160655318,1.825895659,1.822847416,1.965914791,3.859248929,6.961230795,7.88928855,8.404778613,9.951904362,10.2586037,9.812542209,10.91276707,10.75916521,4.498933325,5.923973108,7.037969192,7.8461314,7.035808386,6.563852452,5.512226082,6.511257391,4.497099954,4.889213397,5.634119427,4.95334089,14.52911844,12.70536197,3.481466376,6.252836303,4.377099212,3.547556927,5.641139371,3.770858511,4.214676923,4.453550297,5.234807243,7.91327376,8.024775595,10.5554144,16.21157228,13.8043957,16.44677383,16.43386844,16.3604172,18.45423499,19.8406213,18.56437619,17.22425287,17.33764755,14.86379481,14.85119692,17.17524517,11.71318358,11.80821702,15.22012662,13.14340188,12.30272826,12.80932989,11.6563195,13.14212108,12.38046451,13.10283072,12.00425129,12.05142431,17.8682098,18.58812267,15.72885033,16.81251999,14.55025431,14.11234424,16.07032074,16.21179966,15.32197833,14.25188326,14.75733385,14.25534918,11.3883542,9.826527578,10.7773309,10.76823875,11.12172472,10.45466725,10.36247448,8.709558544,3.653393291,2.793307809,1.385462238,1.993595564,1.362151043,0.114059117,0.307021618,-1.259771185,-0.775223355,1.204806744,-0.230734529,0.285508521,5.418428485,3.671084842,6.650763579,5.751805926,6.355483057,6.304459605,5.521200567,8.779746909,5.471518419,3.80130854
